Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Reviewed
Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0.02,56,5,7,4,Ubisoft Quebec,E,YES
Second Sight,XB,2004,Adventure,Codemasters,0.05,0,0,75,46,8,6,Free Radical Design,T,YES
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.46,0.08,78,52,8.3,144,Square Enix,T,YES
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0.02,68,24,7,5,SCEA,E,YES
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0,0.01,25,27,2.5,41,Team 17,M,YES
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.29,0.06,74,4,6.3,8,Konami,E,YES
LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.38,0,0.06,70,17,6.7,44,TT Games,E10+,YES
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,58,10,7,5,Konami,E,YES
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.15,0.02,70,53,7.3,146,"Monolith Soft, Banpresto",T,YES
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.06,0.05,82,13,8.4,17,Konami,E,YES
Madagascar,PS2,2005,Platform,Activision,0.78,0,0.07,69,25,7.4,25,Toys for Bob,E10+,YES
The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.01,0.1,67,53,7.2,50,EA Redwood Shores,M,YES
Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0,0.08,81,29,8.1,12,Namco,T,YES
Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0,0,41,5,4.3,12,Destination Software,E,YES
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.38,0,0.05,89,7,6,96,Vicarious Visions,E10+,YES
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0,0.01,64,40,7.9,51,Sandlot,M,YES
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.01,0,82,4,6.6,8,Blue Castle Games,M,YES
Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0,0.01,85,41,8.6,25,Gearbox Software,M,YES
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.03,0.24,89,81,8.3,693,Ubisoft Montreal,M,YES
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0,0.02,61,12,6.7,17,Double Helix Games,T,YES
The Last Airbender,Wii,2010,Action,THQ,0.12,0,0.02,53,4,6.6,5,THQ,T,YES
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.11,0.09,60,27,7.5,63,Spike,T,YES
Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0.06,75,23,7.9,16,EA Tiburon,E,YES
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,0.05,0.57,78,49,3.7,1564,Infinity Ward,M,YES
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0,0.01,69,12,8.7,15,Krome Studios,E,YES
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0,0,53,9,5.1,22,Cyanide,E,YES
Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,0.06,0.69,84,57,7.4,2142,EA DICE,M,YES
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,Infogrames,0.33,0,0.01,62,4,5.5,4,ImaginEngine,E,YES
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0,0.06,56,33,7.4,21,Point of View,M,YES
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0,0.02,79,23,8.7,26,Atlus Co.,M,YES
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0,0.02,67,11,8.1,7,"Z-Axis, Ltd.",E,YES
Resident Evil 2,GC,2003,Action,Capcom,0.04,0,0,59,15,8.5,31,Capcom,M,YES
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.02,89,36,7.6,62,Sega AM2,T,YES
Myst,PSP,2006,Adventure,Midway Games,0,0,0,69,4,4.8,5,Hoplite Research,E,YES
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.27,0.03,83,48,8.3,251,Atlus,M,YES
Doom 3,PC,2004,Shooter,Activision,0.05,0,0.01,87,83,7.6,896,id Software,M,YES
Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0,0.03,88,26,8.9,14,EA Sports,E,YES
NFL 2K1,DC,2000,Sports,Sega,1.02,0,0.02,97,22,6,47,Visual Concepts,E,YES
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0,0.08,60,35,6,8,EA Bright Light,E10+,YES
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0,0.06,74,69,7.8,112,Ubisoft Montreal,T,YES
Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios,0.23,0,0.01,76,41,8.3,30,Digital Illusions,E,YES
Spider-Man 3,PSP,2007,Platform,Activision,0.01,0,0.05,52,7,7.4,9,Treyarch,T,YES
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0,0,58,16,7.7,498,Mercury Steam,M,YES
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.14,0,0.01,58,15,7.8,6,TOSE,T,YES
WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.02,0,0,67,18,7.8,19,Traveller's Tales,E,YES
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0,0.04,65,15,7.3,4,Maxis,T,YES
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0,0.06,75,15,8.2,148,Sanzaru Games,E10+,YES
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,70,18,6.4,8,Global A,E10+,YES
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0,0.05,59,27,5.7,13,Ubisoft Montpellier,E10+,YES
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,0.08,0.39,73,88,6.8,2102,Guerrilla,M,YES
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.1,0.08,0.01,58,28,6.8,56,Tamsoft,M,YES
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.13,0.25,92,41,8.8,120,Namco,T,YES
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0,0.11,75,21,6.2,17,EA Sports,E,YES
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0,0.15,73,43,7.1,75,TT Games,E10+,YES
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0,0.01,77,18,8.9,18,Gaijin Entertainment,T,YES
Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,0.32,0.13,74,19,6.1,47,Konami,E,YES
Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.54,0,0.03,80,30,8.7,32,Oddworld Inhabitants,T,YES
Dance Central,X360,2010,Misc,MTV Games,2.15,0.01,0.26,82,63,7.6,85,Harmonix Music Systems,T,YES
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.02,0.01,90,9,8.2,225,Yacht Club Games,E,YES
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.01,0.15,78,69,6.8,908,Capcom Vancouver,M,YES
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0,0.02,68,37,8,5,BottleRocket Entertainment,M,YES
Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0,0.01,72,10,5.7,6,Game Titan,E,YES
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,0,0.75,85,59,8.7,109,Ready at Dawn,E10+,YES
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0.06,86,29,7.1,70,EA Tiburon,E,YES
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,0.01,0.39,56,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier",E10+,YES
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.02,0.01,64,10,7.1,12,Gaming Minds Studios,T,YES
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,0,0,73,5,6.9,55,Big Ant Studios,E,YES
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0,0.01,28,5,3.2,32,Ubisoft Casablanca,T,YES
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.07,0.04,63,31,7.1,24,TOSE,T,YES
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0,0,72,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M,YES
Saints Row,X360,2006,Action,THQ,1.17,0.02,0.22,81,74,7.5,211,Volition Inc.,M,YES
NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0,0.09,84,22,6.8,60,Electronic Arts,E10+,YES
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0,0.02,74,41,9.1,12,Namco,E,YES
Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,0.01,0,0,27,9,3.1,19,TDK Mediactive,T,YES
Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.11,0.03,58,42,6,30,Double Helix Games,T,YES
The House of The Dead III,XB,2002,Shooter,Sega,0.29,0,0.01,72,30,7.3,9,Wow Entertainment,M,YES
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0,0.19,81,28,7.5,81,Traveller's Tales,E10+,YES
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0,0.04,77,50,7.5,160,PlatinumGames,T,YES
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.98,0.49,0.09,69,40,8,37,Square Enix,E,YES
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0,0,56,12,5.7,269,"Reloaded Productions, Reloaded Games Inc.",M,YES
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,1.35,0.03,78,41,8.1,31,ArtePiazza,T,YES
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0,0.05,56,17,4.9,8,SCE Studio Cambridge,E,YES
The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0,0.07,72,54,8.1,118,Pandemic Studios,M,YES
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0,0.07,81,21,7.9,20,Namco,T,YES
ParaWorld,PC,2006,Strategy,Deep Silver,0,0,0,71,29,8.3,23,SEK Ost,T,YES
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0,0.01,51,38,6.7,11,KCET,M,YES
King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0,0.01,60,14,8.5,13,From Software,T,YES
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.08,75,22,6.9,36,n-Space,T,YES
DJ Hero,PS2,2009,Misc,Activision,0.1,0,0.2,87,4,6.4,5,FreeStyleGames,T,YES
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.09,0,0.01,71,8,7.6,27,Bec,E10+,YES
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,0.03,0.23,76,25,7.9,41,Treyarch,E,YES
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0,0.02,57,11,4.5,6,Xpec,E10+,YES
Cars,GC,2006,Racing,THQ,0.72,0,0.03,71,21,7,5,Rainbow Studios,E,YES
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,75,30,7.3,23,Vicious Cycle,M,YES
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.02,0.09,89,31,8.5,92,Black Box,E,YES
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0,0,77,15,6.8,36,EA Canada,E,YES
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,1.12,0.01,59,20,7.7,6,NanaOn-Sha,E,YES
Monster House,GBA,2006,Adventure,THQ,0.06,0,0,69,10,9,4,Artificial Mind and Movement,E,YES
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,0.08,0.47,91,94,8.1,1505,Guerrilla,M,YES
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0,0.08,61,21,7.9,9,989 Sports,E,YES
Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.38,0,0.06,75,6,6.6,26,Ubisoft,E10+,YES
Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0,0,66,14,7.3,11,Radical Entertainment,E10+,YES
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,0.03,0.37,84,30,9,268,Pandemic Studios,T,YES
SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0,0.03,59,39,7.4,50,Zombie Studios,M,YES
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.14,0.05,80,39,7.8,126,Nippon Ichi Software,T,YES
Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.11,0.04,0.01,53,30,6.8,6,"Koei, Omega Force",T,YES
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0,0.1,74,17,7.9,30,Maxis,T,YES
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.01,0.11,76,57,6.6,198,Crystal Dynamics,T,YES
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,0.08,0.16,0.04,81,8,8.4,69,Sega,T,YES
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0,0.04,79,18,8.4,9,CAProduction,E,YES
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.03,0.69,87,51,6.7,364,Visual Concepts,E10+,YES
Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0,0.01,61,31,7.7,9,SCEJ,M,YES
Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.08,0,0.02,73,15,7.4,10,Namco,E,YES
Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0,0.02,77,14,8.3,27,Eurocom Entertainment Software,E,YES
Payday 2,X360,2013,Shooter,505 Games,0.33,0,0.05,75,18,6.3,203,Overkill Software,M,YES
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0,0,91,13,7.7,1963,Kojima Productions,M,YES
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.13,0.14,0.01,80,26,8.7,69,Atlus,M,YES
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0,0.01,51,38,6.5,21,Vicious Cycle,T,YES
Donkey Kong Country 2,GBA,2004,Platform,Nintendo,0.79,0.12,0.04,80,22,9.1,37,Rare Ltd.,E,YES
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0,0,81,13,8,9,EA Sports,E,YES
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0,0.13,60,20,7.1,31,Ubisoft Montreal,T,YES
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0,0.17,81,36,5.8,179,EA Tiburon,E,YES
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.02,0.14,81,38,6.8,110,EA Canada,E,YES
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0,0.05,79,28,7.6,127,Digital Extremes,M,YES
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.06,0.15,87,42,9,93,Zipper Interactive,M,YES
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0,0.03,67,14,8.5,4,Terminal Reality,T,YES
Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0,0.01,69,44,8.7,22,SCE Studio Cambridge,T,YES
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0,0.01,61,9,6.2,12,ValuSoft,T,YES
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0,0,75,16,6.6,218,Ubisoft Montreal,T,YES
Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0,0,83,17,7.8,10,Crawfish Interactive,T,YES
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0,0.04,70,15,6.9,9,"Red Storm Entertainment, Ubisoft Montreal",M,YES
Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.03,0.15,81,77,6.7,559,id Software,M,YES
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.27,0.06,77,41,7.5,80,Bullets,E10+,YES
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.02,0.04,41,15,4,21,MTO,E,YES
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0,0.04,65,15,8.1,7,Core Design Ltd.,T,YES
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.46,0.12,0.06,76,42,8.5,26,Arika,E10+,YES
NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0,0.04,76,22,8.9,15,Midway,E,YES
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0,0,73,17,5.4,52,Nixxes Software,T,YES
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,0.01,0.35,71,70,8.8,29,Vicarious Visions,E10+,YES
WWE Raw 2,XB,2003,Fighting,THQ,0.43,0,0.02,68,26,7.3,25,Anchor,T,YES
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0,0,62,29,5,5,Silver Wish Games,T,YES
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.28,0,0.09,80,18,8.4,22,EA Canada,E,YES
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0,0.01,63,9,7.3,23,Black Ship Games,T,YES
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0,0.01,63,21,8,15,Team 17,T,YES
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.15,0.29,86,43,6.4,557,Blizzard Entertainment,M,YES
Just Dance 2,Wii,2010,Misc,Ubisoft,5.8,0.01,0.78,74,24,7.3,24,Ubisoft,E10+,YES
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0.06,0,68,16,7.8,36,Marvelous Inc.,T,YES
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.19,0.08,0.01,69,23,7.3,18,Paon Corporation,E10+,YES
Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0,0.01,56,18,7.8,20,Virtual Air Guitar Company,T,YES
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0,0,30,4,4.2,5,"Atomic Planet Entertainment, Mud Duck Productions",E,YES
Mini Ninjas,PS3,2009,Action,Eidos Interactive,0.14,0,0.06,73,37,8.7,62,Io Interactive,E10+,YES
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0,0,74,30,7.2,12,Prope,E,YES
The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0,0.04,65,16,7.4,34,Frogwares,M,YES
Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0,0.15,0,66,19,7.2,39,"Image Epoch, Imageepoch",T,YES
Dead Space,PC,2008,Action,Electronic Arts,0,0,0.06,86,28,8,1093,EA Redwood Shores,M,YES
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0,0.05,43,21,5.7,27,EA Bright Light,T,YES
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.1,0.38,87,79,6.1,1889,Insomniac Games,M,YES
Overwatch,PC,2016,Shooter,Activision,0.25,0,0.04,91,62,6.8,4052,Blizzard Entertainment,T,YES
Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0,0.13,90,83,8.6,679,Visceral Games,M,YES
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.7,0.07,73,37,8,89,Genius Sonority Inc.,E,YES
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0,0.01,36,5,3.8,6,"High Voltage Software, Backbone Entertainment",E,YES
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0,0.08,82,16,8.4,53,Rainbow Studios,E,YES
Mega Man X7,PS2,2003,Action,Capcom,0.22,0.14,0.06,58,30,5.1,38,"Valuewave Co.,Ltd.",E,YES
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.02,0.23,82,66,7.8,176,Ubisoft Montreal,M,YES
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0,0,44,14,7.2,5,Panther Software,T,YES
Spy vs Spy,XB,2005,Action,Global Star,0.08,0,0,53,34,8,8,Vicious Cycle,T,YES
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.04,0.17,79,50,8.1,795,Creative Assembly,M,YES
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0,0.01,34,4,7,4,Brash Entertainment,E,YES
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.17,0.07,0.03,69,82,7.4,662,PlatinumGames,E10+,YES
The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0,0.07,84,52,8.5,72,Rockstar Toronto,M,YES
XIII,PS2,2003,Shooter,Ubisoft,0.28,0,0.07,73,37,8.6,35,Ubisoft Paris,M,YES
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.46,0.03,80,43,8.5,48,Camelot Software Planning,E,YES
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0,0.2,67,25,8.3,66,Ubisoft Montpellier,E10+,YES
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0,0.03,71,16,7.5,15,Electronic Arts,T,YES
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,0.07,0.59,90,57,8,910,Bethesda Game Studios,M,YES
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0.01,49,8,6.5,8,Blue Castle Games,E,YES
The Last Story,Wii,2011,Role-Playing,Nintendo,0.3,0.18,0.04,80,61,8.4,179,"Mistwalker, Artoon",T,YES
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0,0.14,78,74,7.9,96,Terminal Reality,T,YES
FIFA 16,PS4,2015,Sports,Electronic Arts,1.12,0.06,1.28,82,42,4.3,896,EA Sports,E,YES
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.38,0.08,87,54,8.2,147,Kojima Productions,M,YES
Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0,0.01,77,31,8.8,4,Totally Games,T,YES
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0,0.12,78,20,5.4,14,EA Canada,E,YES
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.2,0.08,64,17,7.9,31,Arika,T,YES
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0,0,87,52,8.2,275,Ironclad Games,T,YES
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0,0,82,31,8.1,14,Sumo Digital,E,YES
GT Legends,PC,2005,Racing,Atari,0,0,0,84,21,8.6,44,SimBin,E,YES
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0,0.01,84,47,8,22,Radical Entertainment,T,YES
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.03,0.03,69,41,6.9,74,Reflections Interactive,M,YES
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.25,0.3,0.01,60,23,6.6,5,Artoon,E,YES
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0.01,68,7,6.2,20,5TH Cell,E10+,YES
The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0,0.01,42,5,5.6,21,WayForward,E,YES
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.05,0.01,68,18,7.4,18,From Software,M,YES
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0,0.02,71,54,6.4,64,Swordfish Studios,M,YES
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.02,0.08,76,37,7.3,50,Eugen Systems,T,YES
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.02,0.07,87,10,8.3,36,Shaba Games,E,YES
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0.01,79,24,6.6,5,Kush Games,E10+,YES
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0,0.01,79,33,6.4,9,Capcom,T,YES
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0,0.05,70,17,7.5,20,Ubisoft,E10+,YES
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0,0.04,70,4,8.7,11,TT Games,E10+,YES
NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.01,0.13,89,50,8.1,100,Visual Concepts,E,YES
NHL 2K3,PS2,2002,Sports,Sega,0.1,0,0.03,89,25,7.8,17,Treyarch,E,YES
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,0,0.24,71,19,5.7,9,Midway Studios - San Diego,E10+,YES
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0,0.04,80,12,6.9,27,Traveller's Tales,E10+,YES
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0.04,84,46,7.8,67,"Kush Games, Visual Concepts",E,YES
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.01,0.13,80,54,6,148,EA Tiburon,E,YES
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0,0.19,79,26,8.7,43,Rockstar London,T,YES
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0,0.22,83,51,8.5,120,Ubisoft Montreal,M,YES
Metal Saga,PS2,2005,Role-Playing,Success,0.01,0,0,62,26,7.3,9,Crea-Tech,T,YES
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0,0.01,49,11,2.6,8,Full Fat,E,YES
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.16,0.45,93,24,9.1,65,KCET,E,YES
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.8,0.43,83,67,8,463,Square Enix,T,YES
Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,0.16,0.06,0.04,62,13,8.4,8,Light Weight,M,YES
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0,0.14,77,5,7.7,6,Sports Interactive,E,YES
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.42,0,0.03,78,13,8,4,Wideload Games Inc.,E,YES
